Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
60523,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,222,514.6389961977778,245.54633206592595
60527,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,218,303.2659957584,173.75533191946667
60540,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,417,109.972116225,87.8286860375
60542,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,196,317.921558668,513.921558668
60543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,108.68185185,128.68185185
60555,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,86,286.925674849,186.4628374245
60559,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,124,300.49761955499997,212.24880977749999
60563,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,92,136.6930801275,114.34654006375
60564,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,57,486.04835795500003,271.5241789775
60605,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,213,174.96014415553844,96.99003603888461
60607,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,25.087333333,39.087333333000004
60608,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,123.97461538,136.97461538
60611,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,1127,99.66234186263637,51.11093091094318
60612,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",19,1153,227.17591314497616,72.64083753394611
60617,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,121.65,143.65
60618,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,45,119.78852459,164.78852459
60622,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,659,167.81892349063637,275.60630783021213
60625,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,1860,166.8912842718,1013.4456421359
60631,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,393,281.26624501311113,168.56656125327777
60637,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14,464,71.91267889045,38.27947706360357
60640,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,124,270.80844444333337,197.40422222166669
60641,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,60,356.99,416.99
60657,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,107,119.75366766,113.37683383000001
60707,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,63,474.94125396699997,268.9706269835
60805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,116.06,142.06
60901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,97,109.297123304,51.574280826
60910,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,41,29.015869565,70.015869565
60914,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,221,429.455548994125,216.818516331375
60915,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,401,137.18366922566668,269.09183461283334
61032,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,209,142.66096640575,351.66096640575
61073,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,83,26.429596774,109.429596774
61081,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,21,26.725,47.725
61103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,549,122.12627677,671.12627677
61107,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,699,291.4664397572273,90.04240361429339
61108,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,33,107.86109244,140.86109244
61112,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,108.64119403,133.64119403
61114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,398,124.97452884,58.10828098222222
61201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,52,162.90553571499998,214.90553571499998
61265,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,545,234.75804932674998,86.63978325852777
61356,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,12,24.585,36.585
61364,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,13,26.58,39.58
61520,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",1,13,26.65,39.65
61604,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,26.43,39.43
61614,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,295,209.7594516406,126.18986291015
61615,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,82,144.1779457014,113.0889728507
61637,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,67,26.4535128204,18.69070256408
61701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,214,156.9489424115,370.9489424115
61704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,325,355.4024395806,113.40040659676667
61801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,288,26.79799402875,44.97114200410714
61820,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,60,311.37681818,371.37681818
61821,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,49,93.08367324666666,142.08367324666665
61832,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,101,346.45161859,447.45161859
61938,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,385,74.01846800433334,114.75461700108333
62002,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3,321,298.77440176162503,206.59146725387504
62052,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,43,102.81344444333332,72.90672222166666
62062,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,36,27.39,63.39
62226,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,205,132.7260960936,84.4315240234
62269,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,98,76.76513854925001,87.38256927462501
62293,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,16,94.461941176,110.461941176
62301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,305,157.1693808757143,115.54234521892857
62401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5,424,240.50865068053844,132.9017301361077
62454,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,27,187.25288462,214.25288462
62521,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,172,124.65820599725001,148.329102998625
62526,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,109.04307692,120.04307692
62702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,425,161.43133096635714,83.7759044237653
62703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,134,744.116054055,878.116054055
62704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,156,105.0435682845,32.6304460355625
62711,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,154.2890106965,181.2890106965
62769,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,39,26.919777777666667,21.97325925922222
62781,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,49,22.44,71.44
62801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,11,102.56117647,113.56117647
62864,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,298,218.30858944142855,172.10286314714287
62901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,584,258.3332550711,280.77775169036664
62918,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,162,467.3938261225,629.3938261225001
62948,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,26.513636364,46.513636364
62959,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,188,202.05044629383335,195.0252231469167
63005,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,176,612.827798274,394.413899137
63017,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,834,166.593410732375,111.17704563693056
63026,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,235,222.0339450008182,228.5169725004091
63028,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,230,101.670918876625,66.334183775325
63031,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,113.14411765,124.14411765
63033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,255,325.13037154833336,290.0651857741667
63044,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,432,83.11555872643478,57.235062080714975
63071,"Small town low commuting: primary flow 10% to <30% to a urban cluster of 2,500 to 9,999",1,92,96.164169884,188.164169884
63080,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,28,154.7953571415,182.7953571415
63104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,76,98.7934375,87.39671874999999
63109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,55,96.718870968,151.718870968
63110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,1485,59.95930235774468,39.61434108609602
